Company,Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,Year,Quarter
Chevron,2017-05-03,105.36,107.26,105.13,106.72,5655146.0,0.0,1.0,103.24067221492,105.10245350961,103.01529868977,104.57331566796,5655146.0,2017,2017Q2
Chevron,2017-05-04,106.24,106.33,104.14,104.81,8025524.0,0.0,1.0,104.10297091983,104.1911605601,102.04521264675,102.70173552435,8025524.0,2017,2017Q2
Chevron,2017-05-05,104.92,105.885,104.7,105.79,5025184.0,0.0,1.0,102.80952286246,103.75511178319,102.59394818624,103.66202271845,5025184.0,2017,2017Q2
Chevron,2017-05-08,105.93,106.72,105.82,106.68,5132193.0,0.0,1.0,103.79920660332,104.57331566796,103.69141926521,104.53412027228,5132193.0,2017,2017Q2
Chevron,2017-05-09,106.51,106.75,104.815,105.08,5016388.0,0.0,1.0,104.36753984065,104.60271221472,102.70663494881,102.96630444517,5016388.0,2017,2017Q2
Chevron,2017-05-10,105.819,106.83,105.54,106.5,5581232.0,0.0,1.0,103.69043938032,104.68110300607,103.41705149547,104.35774099173,5581232.0,2017,2017Q2
Chevron,2017-05-11,107.08,107.08,105.63,106.21,4552280.0,0.0,1.0,104.92607422906,104.92607422906,103.50524113574,104.07357437307,4552280.0,2017,2017Q2
Chevron,2017-05-12,106.06,106.2887,105.48,105.96,4153073.0,0.0,1.0,103.92659163928,104.15069131406,103.35825840195,103.82860315008,4153073.0,2017,2017Q2
Chevron,2017-05-15,107.15,107.71,106.675,106.85,6338073.0,0.0,1.0,104.99466617149,105.54340171098,104.52922084782,104.70070070391,6338073.0,2017,2017Q2
Chevron,2017-05-16,107.57,107.66,106.94,107.25,4972260.0,0.0,1.0,105.40621782611,105.49440746638,104.78889034418,105.09265466069,4972260.0,2017,2017Q2
Chevron,2017-05-17,105.53,106.27,104.62,104.7,6351113.0,1.08,1.0,104.47391771683,105.20651223128,103.57302446256,103.65222386953,6351113.0,2017,2017Q2
Chevron,2017-05-18,104.55,105.68,103.84,105.17,5574203.0,0.0,1.0,103.50372498147,104.62241660489,102.80083024463,104.11752038547,5574203.0,2017,2017Q2
Chevron,2017-05-19,105.52,106.52,105.17,106.52,8369236.0,0.0,1.0,104.46401779096,105.45401037806,104.11752038547,105.45401037806,8369236.0,2017,2017Q2
Chevron,2017-05-22,107.09,107.09,105.75,106.12,4480715.0,0.0,1.0,106.01830615271,106.01830615271,104.69171608599,105.05801334322,4480715.0,2017,2017Q2
Chevron,2017-05-23,106.07,106.56,105.98,106.27,3454596.0,0.0,1.0,105.00851371386,105.49361008154,104.91941438102,105.20651223128,3454596.0,2017,2017Q2
Chevron,2017-05-24,106.1,106.36,105.725,106.22,3457212.0,0.0,1.0,105.03821349148,105.29561156412,104.66696627131,105.15701260193,3457212.0,2017,2017Q2
Chevron,2017-05-25,106.1,106.71,104.72,105.11,5218021.0,0.0,1.0,105.03821349148,105.64210896961,103.67202372128,104.05812083024,5218021.0,2017,2017Q2
Chevron,2017-05-26,105.05,105.285,104.6,104.72,3706621.0,0.0,1.0,103.99872127502,104.23136953299,103.55322461082,103.67202372128,3706621.0,2017,2017Q2
Chevron,2017-05-30,104.35,104.7105,103.7505,104.06,4240076.0,0.0,1.0,103.30572646405,103.6626187917,102.71222590808,103.01862861379,4240076.0,2017,2017Q2
Chevron,2017-05-31,103.55,103.89,103.07,103.48,7736349.0,0.0,1.0,102.51373239437,102.85032987398,102.03853595256,102.44443291327,7736349.0,2017,2017Q2
Chevron,2017-06-01,103.69,104.28,103.43,104.27,4713597.0,0.0,1.0,102.65233135656,103.23642698295,102.39493328391,103.22652705708,4713597.0,2017,2017Q2
Chevron,2017-06-02,103.82,103.94,102.77,103.11,5834148.0,0.0,1.0,102.78103039288,102.89982950334,101.74153817643,102.07813565604,5834148.0,2017,2017Q2
Chevron,2017-06-05,102.8,103.58,102.6301,103.19,4476982.0,0.0,1.0,101.77123795404,102.54343217198,101.60303821349,102.15733506301,4476982.0,2017,2017Q2
Chevron,2017-06-06,103.11,104.45,102.76,104.17,4652320.0,0.0,1.0,102.07813565604,103.40472572276,101.73163825056,103.12752779837,4652320.0,2017,2017Q2
Chevron,2017-06-07,103.97,104.43,102.55,103.77,7127192.0,0.0,1.0,102.92952928095,103.38492587102,101.52373980726,102.73153076353,7127192.0,2017,2017Q2
Chevron,2017-06-08,103.44,104.74,103.44,104.0,6457809.0,0.0,1.0,102.40483320979,103.69182357302,102.40483320979,102.95922905856,6457809.0,2017,2017Q2
Chevron,2017-06-09,104.01,106.49,104.01,106.4,6531993.0,0.0,1.0,102.96912898443,105.42431060044,102.96912898443,105.33521126761,6531993.0,2017,2017Q2
Chevron,2017-06-12,107.42,108.43,107.2846,108.04,8627953.0,0.0,1.0,106.34500370645,107.34489621942,106.21095871016,106.95879911045,8627953.0,2017,2017Q2
Chevron,2017-06-13,108.34,108.49,107.16,108.13,6080487.0,0.0,1.0,107.25579688658,107.40429577465,106.0876056338,107.04789844329,6080487.0,2017,2017Q2
Chevron,2017-06-14,107.91,107.99,105.74,106.6,6128437.0,0.0,1.0,106.83010007413,106.9092994811,104.68181616012,105.53320978503,6128437.0,2017,2017Q2
Chevron,2017-06-15,106.5,106.8,105.87,106.33,5427615.0,0.0,1.0,105.43421052632,105.73120830245,104.81051519644,105.26591178651,5427615.0,2017,2017Q2
Chevron,2017-06-16,106.94,108.36,106.21,108.35,11602115.0,0.0,1.0,105.86980726464,107.27559673832,105.14711267606,107.26569681245,11602115.0,2017,2017Q2
Chevron,2017-06-19,108.31,108.38,107.14,107.46,4455507.0,0.0,1.0,107.22609710897,107.29539659007,106.06780578206,106.38460340993,4455507.0,2017,2017Q2
Chevron,2017-06-20,106.25,106.6,105.38,106.48,5097098.0,0.0,1.0,105.18671237954,105.53320978503,104.32541882876,105.41441067457,5097098.0,2017,2017Q2
Chevron,2017-06-21,105.89,106.9,103.92,104.49,6842726.0,0.0,1.0,104.83031504818,105.83020756116,102.88002965159,103.44432542624,6842726.0,2017,2017Q2
Chevron,2017-06-22,104.48,105.14,104.04,104.45,4191850.0,0.0,1.0,103.43442550037,104.08782060786,102.99882876205,103.40472572276,4191850.0,2017,2017Q2
Chevron,2017-06-23,104.25,105.42,104.24,105.0,5551175.0,0.0,1.0,103.20672720534,104.36501853225,103.19682727947,103.94922164566,5551175.0,2017,2017Q2
Chevron,2017-06-26,105.03,105.19,104.03,104.14,3587381.0,0.0,1.0,103.97892142328,104.13732023721,102.98892883617,103.09782802076,3587381.0,2017,2017Q2
Chevron,2017-06-27,104.73,104.89,104.03,104.07,4146683.0,0.0,1.0,103.68192364715,103.84032246108,102.98892883617,103.02852853966,4146683.0,2017,2017Q2
Chevron,2017-06-28,104.43,104.9,104.04,104.28,4136805.0,0.0,1.0,103.38492587102,103.85022238695,102.99882876205,103.23642698295,4136805.0,2017,2017Q2
Chevron,2017-06-29,104.38,105.15,104.05,104.12,4176963.0,0.0,1.0,103.33542624166,104.09772053373,103.00872868792,103.07802816901,4176963.0,2017,2017Q2
Chevron,2017-06-30,104.53,104.72,103.89,104.33,5455332.0,0.0,1.0,103.48392512973,103.67202372128,102.85032987398,103.28592661231,5455332.0,2017,2017Q2
Chevron,2017-07-03,104.24,106.96,104.24,106.3,4419061.0,0.0,1.0,103.19682727947,105.88960711638,103.19682727947,105.2362120089,4419061.0,2017,2017Q3
Chevron,2017-07-05,105.99,106.3,104.27,104.62,4468464.0,0.0,1.0,104.92931430689,105.2362120089,103.22652705708,103.57302446256,4468464.0,2017,2017Q3
Chevron,2017-07-06,104.67,105.13,103.71,103.82,5054863.0,0.0,1.0,103.62252409192,104.07792068199,102.6721312083,102.78103039288,5054863.0,2017,2017Q3
Chevron,2017-07-07,103.59,103.76,102.81,103.49,6210795.0,0.0,1.0,102.55333209785,102.72163083766,101.78113787991,102.45433283914,6210795.0,2017,2017Q3
Chevron,2017-07-10,103.44,103.581,102.6,103.04,4570092.0,0.0,1.0,102.40483320979,102.54442216457,101.57323943662,102.00883617494,4570092.0,2017,2017Q3
Chevron,2017-07-11,103.15,103.5,102.55,103.12,4314508.0,0.0,1.0,102.11773535953,102.46423276501,101.52373980726,102.08803558191,4314508.0,2017,2017Q3
Chevron,2017-07-12,104.0,104.75,103.47,103.89,3913659.0,0.0,1.0,102.95922905856,103.70172349889,102.4345329874,102.85032987398,3913659.0,2017,2017Q3
Chevron,2017-07-13,103.8,104.21,103.46,104.13,4434589.0,0.0,1.0,102.76123054114,103.16712750185,102.42463306153,103.08792809489,4434589.0,2017,2017Q3
Chevron,2017-07-14,104.38,104.64,103.73,104.44,3503409.0,0.0,1.0,103.33542624166,103.59282431431,102.69193106004,103.39482579689,3503409.0,2017,2017Q3
Chevron,2017-07-17,104.32,104.97,104.08,104.21,5570000.0,0.0,1.0,103.27602668643,103.91952186805,103.03842846553,103.16712750185,5570000.0,2017,2017Q3
Chevron,2017-07-18,104.6,104.6,103.51,103.72,4310195.0,0.0,1.0,103.55322461082,103.55322461082,102.47413269088,102.68203113417,4310195.0,2017,2017Q3
Chevron,2017-07-19,103.56,104.48,103.51,104.46,4921668.0,0.0,1.0,102.52363232024,103.43442550037,102.47413269088,103.41462564863,4921668.0,2017,2017Q3
Chevron,2017-07-20,105.0,105.37,103.815,104.63,5332157.0,0.0,1.0,103.94922164566,104.31551890289,102.77608042995,103.58292438844,5332157.0,2017,2017Q3
Chevron,2017-07-21,104.18,104.38,103.15,103.25,5248141.0,0.0,1.0,103.13742772424,103.33542624166,102.11773535953,102.21673461824,5248141.0,2017,2017Q3
Chevron,2017-07-24,103.18,103.57,102.92,103.2,3996005.0,0.0,1.0,102.14743513714,102.53353224611,101.89003706449,102.16723498888,3996005.0,2017,2017Q3
Chevron,2017-07-25,104.45,105.15,104.32,104.39,6895087.0,0.0,1.0,103.40472572276,104.09772053373,103.27602668643,103.34532616753,6895087.0,2017,2017Q3
Chevron,2017-07-26,104.63,106.08,104.2,105.12,5786145.0,0.0,1.0,103.58292438844,105.01841363973,103.15722757598,104.06802075612,5786145.0,2017,2017Q3
Chevron,2017-07-27,104.88,106.3166,104.61,106.11,5844986.0,0.0,1.0,103.83042253521,105.25264588584,103.56312453669,105.04811341735,5844986.0,2017,2017Q3
Chevron,2017-07-28,106.71,109.13,106.36,108.12,7769544.0,0.0,1.0,105.64210896961,108.03789103039,105.29561156412,107.03799851742,7769544.0,2017,2017Q3
Chevron,2017-07-31,108.39,110.0,108.15,109.19,7513219.0,0.0,1.0,107.30529651594,108.89918458117,107.06769829503,108.09729058562,7513219.0,2017,2017Q3
Chevron,2017-08-01,109.54,110.97,109.42,110.78,8038653.0,0.0,1.0,108.4437879911,109.85947739066,108.32498888065,109.67137879911,8038653.0,2017,2017Q3
Chevron,2017-08-02,110.39,111.195,109.85,110.46,6099818.0,0.0,1.0,109.28528169014,110.08222572276,108.75068569311,109.35458117124,6099818.0,2017,2017Q3
Chevron,2017-08-03,110.23,110.45,109.05,109.43,5587052.0,0.0,1.0,109.1268828762,109.34468124537,107.95869162342,108.33488880652,5587052.0,2017,2017Q3
Chevron,2017-08-04,109.43,110.2,109.43,110.11,4633838.0,0.0,1.0,108.33488880652,109.09718309859,108.33488880652,109.00808376575,4633838.0,2017,2017Q3
Chevron,2017-08-07,109.81,110.29,109.5801,109.78,4689064.0,0.0,1.0,108.71108598962,109.18628243143,108.48348669385,108.68138621201,4689064.0,2017,2017Q3
Chevron,2017-08-08,110.0,110.71,109.77,110.35,4106257.0,0.0,1.0,108.89918458117,109.60207931801,108.67148628614,109.24568198666,4106257.0,2017,2017Q3
Chevron,2017-08-09,110.74,111.4109,110.26,110.89,3820697.0,0.0,1.0,109.63177909563,110.29596512231,109.15658265382,109.78027798369,3820697.0,2017,2017Q3
Chevron,2017-08-10,111.23,111.44,110.03,110.11,4913899.0,0.0,1.0,110.11687546331,110.3247739066,108.92888435878,109.00808376575,4913899.0,2017,2017Q3
Chevron,2017-08-11,110.2,110.49,109.13,109.23,3381715.0,0.0,1.0,109.09718309859,109.38428094885,108.03789103039,108.1368902891,3381715.0,2017,2017Q3
Chevron,2017-08-14,109.26,109.82,108.32,108.71,4262259.0,0.0,1.0,108.16659006672,108.72098591549,107.23599703484,107.62209414381,4262259.0,2017,2017Q3
Chevron,2017-08-15,108.75,108.9,107.525,108.57,5203402.0,0.0,1.0,107.66169384729,107.81019273536,106.44895292809,107.48349518162,5203402.0,2017,2017Q3
Chevron,2017-08-16,107.63,107.92,106.69,106.84,4142474.0,1.08,1.0,107.63,107.92,106.69,106.84,4142474.0,2017,2017Q3
Chevron,2017-08-17,106.61,106.87,105.91,105.92,5731705.0,0.0,1.0,106.61,106.87,105.91,105.92,5731705.0,2017,2017Q3
Chevron,2017-08-18,105.84,107.34,105.5,106.48,5204010.0,0.0,1.0,105.84,107.34,105.5,106.48,5204010.0,2017,2017Q3
Chevron,2017-08-21,106.48,106.48,105.3,105.78,3487681.0,0.0,1.0,106.48,106.48,105.3,105.78,3487681.0,2017,2017Q3
Chevron,2017-08-22,105.99,106.92,105.81,106.36,5468673.0,0.0,1.0,105.99,106.92,105.81,106.36,5468673.0,2017,2017Q3
Chevron,2017-08-23,106.21,107.06,106.11,106.61,4136126.0,0.0,1.0,106.21,107.06,106.11,106.61,4136126.0,2017,2017Q3
Chevron,2017-08-24,106.5,107.67,106.33,107.44,4989164.0,0.0,1.0,106.5,107.67,106.33,107.44,4989164.0,2017,2017Q3
